title_number,title_text,chapter_number,chapter_text,offense_section,offense_text,section_number,section_text,subsection_number,subsection_text
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6229,Transfer,6229,Transfer,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6230,Statement of account to buyer,6230,Statement of account to buyer,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6231,Payment receipts,6231,Payment receipts,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6232,Release of liens,6232,Release of liens,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6233,Prohibited charges,6233,Prohibited charges,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6234,Waiver of statutory protection prohibited,6234,Waiver of statutory protection prohibited,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6235,"Effect of license expiration, surrender and revocation on contracts",6235,"Effect of license expiration, surrender and revocation on contracts",NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6236,Enforcement,6236,Enforcement,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6241,Insurance,6241,Insurance,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6242,Other costs included in amount financed,6242,Other costs included in amount financed,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6243,Finance charges,6243,Finance charges,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6244,Refinance charges,6244,Refinance charges,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6245,Late charges,6245,Late charges,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6246,Refund for prepayment of contract,6246,Refund for prepayment of contract,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6251,Repossession authorized,6251,Repossession authorized,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6252,Who may repossess,6252,Who may repossess,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6253,Legal proceedings,6253,Legal proceedings,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6254,Notice of repossession,6254,Notice of repossession,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6255,Personal property in repossessed motor vehicle,6255,Personal property in repossessed motor vehicle,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6256,Buyer's liability for costs,6256,Buyer's liability for costs,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6257,Notice to police,6257,Notice to police,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6258,Reinstatement of contract after repossession,6258,Reinstatement of contract after repossession,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6259,Redemption and termination of contract after repossession,6259,Redemption and termination of contract after repossession,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6260,Sale of motor vehicle after repossession,6260,Sale of motor vehicle after repossession,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6261,Deficiency judgment,6261,Deficiency judgment,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6262,Procedures for manufactured homes,6262,Procedures for manufactured homes,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6271,Operating without license,6271,Operating without license,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6272,Violation of chapter provisions,6272,Violation of chapter provisions,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6273,Use of unlicensed collector-repossessor,6273,Use of unlicensed collector-repossessor,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6274,Civil penalty by department,6274,Civil penalty by department,NA,NA
12,Commerce And Trade,62,Motor Vehicle Sales Finance,6275,Liability of sales finance company,6275,Liability of sales finance company,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6301,Scope of chapter,6301,Scope of chapter,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6302,Definitions,6302,Definitions,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6303,Waiver,6303,Waiver,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6304,Applicability,6304,Applicability,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6305,Prohibited activities and provisions,6305,Prohibited activities and provisions,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6306,Assignment,6306,Assignment,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6307,Venue,6307,Venue,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6308,Attorney fees and costs,6308,Attorney fees and costs,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6309,Repossession; acceleration; right to cure,6309,Repossession; acceleration; right to cure,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6310,Lien,6310,Lien,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6311,Validity,6311,Validity,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6312,Discharge of obligation,6312,Discharge of obligation,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6313,Prepayment of obligation,6313,Prepayment of obligation,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6314,Acknowledgment of payment in full,6314,Acknowledgment of payment in full,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6321,General rules,6321,General rules,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6322,Contents,6322,Contents,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6323,Copy of agreement,6323,Copy of agreement,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6324,Agreement resulting from telephone or mail communications,6324,Agreement resulting from telephone or mail communications,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6325,Purchase money loan; notice,6325,Purchase money loan; notice,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6326,Statement to buyer,6326,Statement to buyer,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6327,Refinancing,6327,Refinancing,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6328,New payment schedule,6328,New payment schedule,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6329,Add-on sales,6329,Add-on sales,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6331,Establishment,6331,Establishment,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6332,Requirements,6332,Requirements,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6333,Applicability and effect of subchapter,6333,Applicability and effect of subchapter,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6341,Applicability,6341,Applicability,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6342,Insurance,6342,Insurance,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6343,Late fees,6343,Late fees,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6344,Costs of collection,6344,Costs of collection,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6345,Finance charges,6345,Finance charges,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6346,Costs from nonaffiliated entity,6346,Costs from nonaffiliated entity,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6347,Extension and deferment,6347,Extension and deferment,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6348,Interest rate after maturity,6348,Interest rate after maturity,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6351,Willful and intentional violations,6351,Willful and intentional violations,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6352,Noncompliance; costs and charges,6352,Noncompliance; costs and charges,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6353,Willful violations regarding finance charges,6353,Willful violations regarding finance charges,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6354,Corrections,6354,Corrections,NA,NA
12,Commerce And Trade,63,Goods and Services Installment Sales,6355,Unfair trade practice,6355,Unfair trade practice,NA,NA
12,Commerce And Trade,97,Foreign Currency,9701,Continuity of contract under European Monetary Union,9701,Continuity of contract under European Monetary Union,NA,NA
12,Commerce And Trade,98,Assembled Industrial Plant Doctrine,9801,Assembled industrial plant doctrine abolished,9801,Assembled industrial plant doctrine abolished,NA,NA
13,Commercial Code,11,General Provisions,1101,Short titles,1101,Short titles,NA,NA
13,Commercial Code,11,General Provisions,1102,Scope of division,1102,Scope of division,NA,NA
13,Commercial Code,11,General Provisions,1103,Construction of title to promote its purposes and policies; applicability of supplemental,1103,Construction of title to promote its purposes and policies; applicability of supplemental,NA,NA
13,Commercial Code,11,General Provisions,1104,Construction against implied repeal,1104,Construction against implied repeal,NA,NA
13,Commercial Code,11,General Provisions,1105,(Reserved),1105,(Reserved),NA,NA
13,Commercial Code,11,General Provisions,1106,Use of singular and plural; gender (Reserved),1106,Use of singular and plural; gender (Reserved),NA,NA
13,Commercial Code,11,General Provisions,1107,Section captions,1107,Section captions,NA,NA
13,Commercial Code,11,General Provisions,1108,Relation to Electronic Signatures in Global and National Commerce Act,1108,Relation to Electronic Signatures in Global and National Commerce Act,NA,NA
13,Commercial Code,11,General Provisions,1109,Construction,1109,Construction,NA,NA
13,Commercial Code,12,General Definitions and Principles of Interpretation,1201,General definitions,1201,General definitions,NA,NA
13,Commercial Code,12,General Definitions and Principles of Interpretation,1202,Notice; knowledge,1202,Notice; knowledge,NA,NA
13,Commercial Code,12,General Definitions and Principles of Interpretation,1203,Lease distinguished from security interest,1203,Lease distinguished from security interest,NA,NA
13,Commercial Code,12,General Definitions and Principles of Interpretation,1204,Value,1204,Value,NA,NA
13,Commercial Code,12,General Definitions and Principles of Interpretation,1205,Reasonable time; seasonableness,1205,Reasonable time; seasonableness,NA,NA
13,Commercial Code,12,General Definitions and Principles of Interpretation,1206,Presumptions,1206,Presumptions,NA,NA
13,Commercial Code,13,Territorial Applicability and General Rules,1301,Territorial applicability; parties' power to choose,1301,Territorial applicability; parties' power to choose,NA,NA
13,Commercial Code,13,Territorial Applicability and General Rules,1302,Variation by agreement,1302,Variation by agreement,NA,NA
13,Commercial Code,13,Territorial Applicability and General Rules,1303,"Course of performance, course of dealing and usage of trade",1303,"Course of performance, course of dealing and usage of trade",NA,NA
13,Commercial Code,13,Territorial Applicability and General Rules,1304,Obligation of good faith,1304,Obligation of good faith,NA,NA
13,Commercial Code,13,Territorial Applicability and General Rules,1305,Remedies to be liberally administered,1305,Remedies to be liberally administered,NA,NA
13,Commercial Code,13,Territorial Applicability and General Rules,1306,Waiver or renunciation of claim or right after breach,1306,Waiver or renunciation of claim or right after breach,NA,NA
13,Commercial Code,13,Territorial Applicability and General Rules,1307,Prima facie evidence by third-party documents,1307,Prima facie evidence by third-party documents,NA,NA
13,Commercial Code,13,Territorial Applicability and General Rules,1308,Performance or acceptance under reservation of rights,1308,Performance or acceptance under reservation of rights,NA,NA
13,Commercial Code,13,Territorial Applicability and General Rules,1309,Option to accelerate at will,1309,Option to accelerate at will,NA,NA
13,Commercial Code,13,Territorial Applicability and General Rules,1310,Subordinated obligations,1310,Subordinated obligations,NA,NA
13,Commercial Code,21,"Short Title, General Construction and Subject Matter",2101,Short title of division,2101,Short title of division,NA,NA
13,Commercial Code,21,"Short Title, General Construction and Subject Matter",2102,Scope; certain security and other transactions excluded from division,2102,Scope; certain security and other transactions excluded from division,NA,NA
13,Commercial Code,21,"Short Title, General Construction and Subject Matter",2103,Definitions and index of definitions,2103,Definitions and index of definitions,NA,NA
13,Commercial Code,21,"Short Title, General Construction and Subject Matter",2104,"Definitions: ""merchant""; ""between merchants""; ""financing agency.""",2104,"Definitions: ""merchant""; ""between merchants""; ""financing agency.""",NA,NA
13,Commercial Code,21,"Short Title, General Construction and Subject Matter",2105,"Definitions: transferability; ""goods""; ""future"" goods; ""lot""; ""commercial unit.""",2105,"Definitions: transferability; ""goods""; ""future"" goods; ""lot""; ""commercial unit.""",NA,NA
13,Commercial Code,21,"Short Title, General Construction and Subject Matter",2106,"Definitions: ""contract""; ""agreement""; ""contract for sale""; ""sale""; ""present sale"";",2106,"Definitions: ""contract""; ""agreement""; ""contract for sale""; ""sale""; ""present sale"";",NA,NA
